time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 17:30:07.996653,0,0.0005,0.1017344975235563,0.09514939621603971,0.8227223622111206,0.8914278282752717,0.7540168961469695,0.8204119850187266,0.8460674157303371,0.7947565543071161
2023-05-15 17:39:05.609472,1,0.001,0.0460307431189965,0.06362536530676824,0.8481030227909485,0.9023829659154609,0.7938230796664362,0.8808988764044944,0.8794007490636704,0.8823970037453184
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 17:50:38.836289,0,0.00095296,0.04348466982180248,0.06287864500428068,0.8531340504677412,0.905003287191482,0.8012648137440004,0.8870786516853932,0.8782771535580525,0.8958801498127341
2023-05-15 17:59:37.667563,1,0.00082116,0.03970645473295975,0.0634540407251794,0.8579596686357197,0.9089113269371134,0.807008010334326,0.8893258426966293,0.8823970037453184,0.8962546816479401
2023-05-15 18:08:37.919558,2,0.0006307,0.03955365344362025,0.06362376618159836,0.861912299074004,0.9106422015346083,0.8131823966133999,0.8913857677902621,0.8850187265917603,0.8977528089887641
2023-05-15 18:17:38.158696,3,0.0004193,0.038901838329213276,0.0634678423965944,0.8637054956435442,0.9114369863556311,0.8159740049314572,0.8926966292134831,0.8853932584269663,0.9
2023-05-15 18:26:37.850854,4,0.00022884,0.039858733578507555,0.06333400567151425,0.8638460828835965,0.910832114669846,0.8168600510973469,0.8926966292134831,0.8853932584269663,0.9
2023-05-15 18:35:38.741565,5,9.704e-05,0.039250787481549226,0.06313232507025658,0.8640525253167609,0.9105748847220678,0.817530165911454,0.8917602996254681,0.8842696629213483,0.899250936329588
2023-05-15 18:44:38.058109,6,5e-05,0.03891067967637602,0.06316738754912064,0.864001672150772,0.9105393441278472,0.8174640001736967,0.8917602996254681,0.8846441947565543,0.898876404494382
