time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 23:26:53.251056,0,0.0005,0.10162123646587129,0.09936193938218904,0.8337500854223858,0.8949673422637439,0.7725328285810277,0.8014209591474245,0.816696269982238,0.786145648312611
2023-05-15 23:36:01.230221,1,0.001,0.04764234992954876,0.06914921868023653,0.8585901965180558,0.9029606279038619,0.8142197651322496,0.8847246891651865,0.8870337477797513,0.8824156305506217
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 23:47:48.819018,0,0.00095296,0.040919571185600835,0.06866294765627988,0.86248826870543,0.9071329834341662,0.817843553976694,0.8921847246891652,0.8898756660746003,0.89449378330373
2023-05-15 23:56:55.699275,1,0.00082116,0.04183811180658321,0.06902287348897189,0.8663353343425234,0.9098252510641114,0.8228454176209354,0.8932504440497335,0.8927175843694494,0.8937833037300178
2023-05-16 00:06:03.713113,2,0.0006307,0.04013032455548335,0.07025800284695415,0.8673711787121077,0.9101436140797831,0.8245987433444324,0.8959147424511545,0.8941385435168739,0.8976909413854351
2023-05-16 00:15:11.483429,3,0.0004193,0.03904725629201849,0.07074965178063326,0.8667287092006557,0.9111164524899059,0.8223409659114054,0.8944937833037301,0.8934280639431617,0.8955595026642984
2023-05-16 00:24:18.438732,4,0.00022884,0.04012306132353845,0.07051561731784453,0.8684102182990227,0.9125071541167757,0.8243132824812696,0.8948490230905861,0.8941385435168739,0.8955595026642984
2023-05-16 00:33:27.526731,5,9.704e-05,0.04014568790847744,0.07011772426329294,0.8690274703070816,0.9126041458046074,0.8254507948095559,0.8952042628774423,0.8930728241563055,0.897335701598579
2023-05-16 00:42:36.640340,6,5e-05,0.04058809023319426,0.06961839519945813,0.8692686399391327,0.9129791527242862,0.8255581271539791,0.8955595026642984,0.8937833037300178,0.897335701598579
